Log de Monitoramento de Transporte Small Farmer Tracking
======================================================================================================================================================
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 19.12 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:08:22
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 17.16 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:22:49
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 18.68 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:22:52
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.86 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:22:52
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.64 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:22:52
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 12.66 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:22:52
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 15.45 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:22:55
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.43 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:22:55
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 2.03 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:22:55
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 20.72 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:22:55
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 19.10 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:22:58
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.61 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:22:58
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.65 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:22:58
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 14.32 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:22:58
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 18.30 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:01
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: -0.05 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:23:01
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.57 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:01
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 16.41 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:01
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 17.48 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:04
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.11 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:04
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.61 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:04
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 20.96 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:23:04
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 15.88 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:07
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.58 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:07
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.72 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:07
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 15.38 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:07
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 18.45 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:10
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.47 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:10
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.42 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:10
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 11.10 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:10
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 18.90 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:13
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.90 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:13
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.67 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:13
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 16.14 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:13
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 18.54 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:16
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.21 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:16
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.24 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:16
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 16.20 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:16
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 17.34 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:19
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 2.07 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:23:19
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.21 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:19
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 19.63 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:19
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 19.65 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:22
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: -0.07 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:23:22
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.38 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:22
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 17.28 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:22
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 15.50 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:25
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.07 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:25
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.39 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:25
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 9.23 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:23:25
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 14.80 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:23:28
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.62 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:28
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.90 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:28
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 10.64 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:28
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 15.06 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:31
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.08 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:31
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.73 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:31
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 20.62 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:23:31
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 18.52 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:34
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.97 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:34
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: -0.03 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:23:34
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 15.96 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:34
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 18.37 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:37
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.45 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:37
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 2.05 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:23:37
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 19.11 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:37
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 17.94 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:40
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.66 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:40
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.13 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:40
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 18.60 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:40
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 16.29 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:43
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: -0.05 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:23:43
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.16 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:43
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 9.46 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:23:43
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 15.65 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:46
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.18 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:46
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.74 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:46
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 19.43 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:46
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 15.31 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:49
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.89 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:49
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.90 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:49
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 16.21 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:49
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 19.92 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:23:52
